Date,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Goals_H_FT,Goals_A_FT,Odd_H,Odd_D,Odd_A
2025-08-02,Sweden Superettan  ,Trelleborgs FF,Kalmar,-16.24285714,-13.57107143,-18.4,0,0,4,3.7,1.85
2025-08-02,Sweden Superettan  ,Utsiktens BK,GIF Sundsvall,5.104642857,-32.39857143,-5.9,4,1,2.45,3.25,2.8
2025-08-02,Swedish Allsvenskan  ,Brommapojkarna,IFK Norrkoping FK,-22.4,-30.59571429,-9.3,6,4,1.73,4.33,4
2025-08-02,Norway Adeccoligaen  ,Asane Fotball,Lillestrom,-6.126428571,18.25333333,30.1,1,2,5.75,4.75,1.44
2025-08-02,Norway Adeccoligaen  ,Egersunds IK,Odd Grenland,-21.28857143,36.99,45.6,1,0,2.25,3.7,2.9
2025-08-02,Norway Adeccoligaen  ,Raufoss,Lyn Oslo,-16.87107143,17.23142857,0.51,0,3,2.63,3.4,2.5
2025-08-02,Norway Adeccoligaen  ,Sogndal,Skeid Oslo,-17.70964286,-4.029166667,11.93,1,1,1.65,4.33,4.33
2025-08-02,Norway Adeccoligaen  ,Start Kristiansand,Mjondalen IF,-72.68285714,6.39,34.16,4,0,1.33,5.25,8
2025-08-02,Norway Adeccoligaen  ,Stabaek,Moss,-4.175714286,17.27428571,31.3,3,3,1.7,4.1,4.1
2025-08-02,Norway Adeccoligaen  ,Ranheim IL,Hodd,-7.425,-23.1225,5.7,2,1,1.75,4,3.8
2025-08-02,Latvian Higher League  ,Super Nova,BFC Daugavpils,3.901666667,0.05,-9.58,1,1,2.5,3.8,2.25
2025-08-02,Uruguay Primera Division  ,CA Juventud,Cerro Largo,15.49909091,46.09909091,-1.3,0,2,2.15,3.1,3.6
2025-08-02,Norway Adeccoligaen  ,Aalesund FK,Kongsvinger,0.768928571,21.37428571,-16.6,3,1,2.2,3.5,3
2025-08-02,Finland Veikkausliga  ,KuPs,FC Haka,30.37027778,8.290277778,9,3,2,1.6,4.1,4.5
2025-08-02,Norway Eliteserien  ,Tromso IL,Fredrikstad,17.26,34.33,-17.22,0,0,1.75,3.7,4.75
2025-08-02,Sweden Superettan  ,Sandvikens IF,IK Brage,22.6,-29.9125,-1.8,2,5,1.95,3.7,3.5
2025-08-02,Swedish Allsvenskan  ,IFK Varnamo,GAIS,-16.73222222,-36.5075,3.6,2,2,5,3.8,1.67
2025-08-02,Norway Eliteserien  ,Sarpsborg 08,Brann,0.057142857,-8.565714286,2.8,1,4,2.3,3.7,2.75
2025-08-02,Finland Veikkausliga  ,AC Oulu,Jaro,-17.59472222,-8.518611111,35.3,0,1,1.85,3.5,3.6
2025-08-02,Chile Primera Division  ,Union Espanola,Deportes La Serena,-59.91888889,-13.17555556,48.1,1,0,2.2,3.2,3.25
2025-08-02,Argentine Division 2  ,CA San Miguel,Colegiales,-22.325,15.14,13.2,2,1,1.67,3.3,6.25
2025-08-02,Argentine Division 2  ,Tristan Suarez,Gimnasia yTiro,-3.948787879,-5.735,-17.67,1,0,2.15,3,3.75
2025-08-02,Uruguay Primera Division  ,CA River Plate,Cerro Montevideo,-44.29909091,-7.819090909,-1.3,0,0,2.25,3.2,3.2
2025-08-02,Argentine Division 2  ,Almagro,Arsenal de Sarandi,-9.873333333,10.10166667,6.52,3,1,2.3,3,3.4
2025-08-02,Ireland Premier Division  ,Sligo Rovers,Shelbourne,-3.116153846,-8.267179487,10.47,0,2,3.75,3.2,2
2025-08-02,Bolivia Primera Division  ,San Antonio Bulo Bulo,Academia del Balompie Boliviano,11.35,-14.3,-4.5,4,0,1.57,3.7,4.75
2025-08-02,Brazil Serie A  ,Sport Club do Recife,Bahia,4.347142857,-37.28428571,-11.4,0,0,3.1,3.25,2.35
2025-08-02,Chile Primera Division  ,Coquimbo Unido,Deportes Limache,-41.1125,18.925,-9.3,2,1,1.6,3.8,5.75
2025-08-02,Primera Division de Ecuador  ,Independiente del Valle,CD El Nacional,-7.936363636,-35.43909091,-10.3,1,0,1.3,5.25,8.5
2025-08-02,Primera Division de Colombiano-Apertura  ,Deportivo Cali,Llaneros FC,-17.38666667,-24.40075758,-3.53,0,3,1.95,3.1,4.5
2025-08-02,Brazil Serie B  ,Gremio Novorizontin,Avai FC,-5.965555556,24.05555556,52.48,1,1,2,3,4.33
2025-08-02,Primera Division de Paraguay  ,Sportivo Trinidense,Sportivo Luqueno,6.741758242,11.51897436,-5.22,2,0,1.95,3.3,3.8
2025-08-02,Primera Division de Venezuela  ,Deportivo Rayo Zuliano,Estudiantes Merida FC,15.0375,60.075,-26.8,2,1,2.3,3.2,2.8
2025-08-02,Colombia Primera B  ,Tigres Zipaquira,Orsomarso,-1.850779221,-6.558051948,-21.83,2,0,2.25,2.8,3.7
2025-08-02,Uruguay Primera Division  ,Nacional Montevideo,Montevideo City Torque,4.522948718,5.122307692,24.8,5,2,1.44,4.5,6.25
2025-08-02,Primera Division de Venezuela  ,Caracas FC,Deportivo Tachira,-5.771666667,-8.325,-0.2,1,1,3.25,3.4,1.95
2025-08-02,Colombia Primera B  ,Cucuta,Atletico Huila,-10.0525,8.73,-6.9,0,0,1.95,3.1,4.2
2025-08-02,Primera Division de Colombiano-Apertura  ,Atletico Junior Barranquilla,Boyaca Chico,-6.875714286,-5.811428571,16.65,2,0,1.48,4,7
2025-08-02,Bolivia Primera Division  ,Real Oruro,Bolivar,19.41952381,-6.23047619,-32.12,3,1,5.75,4.1,1.48
2025-08-02,Primera Division de Ecuador  ,Barcelona SC(ECU),Orense SC,-5.302727273,-5.339090909,-22.8,2,0,1.73,3.4,5.25
2025-08-02,Chile Primera Division  ,Deportes Iquique,Univ Catolica,-13.49638889,-3.854444444,-10.5,2,2,3.4,3.25,2.15
2025-08-02,Primera Division de Paraguay  ,FC Nacional Asuncion,2 de Mayo PJC,7.006923077,-1.266153846,-10.15,1,1,1.91,3.1,4.33
2025-08-02,Brazil Serie B  ,Botafogo SP,America MG,-3.404444444,19.33,5.4,2,1,3,3.1,2.45
2025-08-02,Brazil Serie A  ,Mirassol,Vasco da Gama,-21.27571429,75.07,39.88,3,2,1.91,3.1,4.75
2025-08-02,USL Championship  ,Pittsburgh Riverhounds,Rhode Island,-10.81428571,20.65111111,-15.22,2,0,2.15,3.3,3.25
2025-08-02,Uruguay Primera Division  ,Boston River,Defensor Sporting Montevideo,-7.103333333,-2.075,1.08,4,0,2.75,3.2,2.55
2025-08-02,USL Championship  ,Indy Eleven,Tampa Bay Rowdies,10.09777778,16.73888889,14.7,1,3,2.05,3.4,3.25
2025-08-02,Primera Division de Colombiano-Apertura  ,Deportes Tolima,Atletico Nacional Medellin,18.03333333,0.94952381,22.02,0,0,3.4,3.1,2.3
2025-08-02,Brazil Serie B  ,Amazonas FC,Goias,-9.416666667,-11.07555556,-6.24,2,2,3.1,3,2.4
2025-08-02,Primera Division de Venezuela  ,Carabobo FC,Metropolitanos FC,-2.590909091,-2.545454545,0.76,0,0,2,3.2,3.5
2025-08-02,Chile Primera B  ,San Luis Quillota,Universidad de Concepcion,-49.94333333,-24.89333333,-31,1,0,1.75,3.5,3.75
2025-08-02,Brazil Serie A  ,Fluminense RJ,Gremio (RS),-15.03428571,12.93714286,13.68,1,0,1.8,3.5,4.75
2025-08-02,USL Championship  ,Louisville City FC,North Carolina,18.875,7.6375,-21.8,4,1,1.62,4.1,5
2025-08-02,Bolivia Primera Division  ,Real Tomayapo,San Jose de Oruro,2.965,0.8725,5.1,2,1,1.7,3.75,4
2025-08-02,USL Championship  ,El Paso Locomotive FC,Las Vegas Lights,21.50428571,21.56285714,59.9,6,0,1.62,4,5
2025-08-02,USL Championship  ,San Antonio,Sacramento Republic FC,-4.813333333,7.63031746,-10.43,1,3,2.7,3.2,2.6
2025-08-02,Primera Division de Colombiano-Apertura  ,Independiente Santa Fe,America de Cali,8.376190476,-19.04666667,-3.64,2,1,2.63,2.75,3.2
2025-08-02,USL Championship  ,Phoenix Rising FC,Birmingham Legion,-0.592142857,-26.25928571,22.6,3,3,2.4,3.1,3
